"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","class"
13283.62536,NA,13283.62478,13283.62437,13283.62384,13283.62317,13283.6223,13283.6212,13283.61979,NA,13283.61569,13283.61276,13283.609,13283.60421,13283.59809,13283.59026,NA,13283.56749,NA,13283.53033,NA,13283.46967,13283.4262,13283.37066,NA,13283.20905,13283.09324,13282.94527,13282.75623,13282.51472,NA,13281.81196,13281.30833,13280.6649,13279.84285,13278.79262,NA,13275.73663,13273.54655,13270.74854,13267.17383,13262.60682,NA,13249.31765,NA,13227.62664,13212.0818,13192.22188,13166.84909,13134.4331,13093.01881,13040.10839,12972.51066,NA,12775.8134,NA,12454.75783,12224.67359,11930.72064,11555.16977,NA,NA,NA,NA,7400.431814,NA,9679.240191,10462.38418,11075.37035,11555.16977,11930.72064,12224.67359,12454.75783,12634.85045,12775.8134,12886.14858,NA,13040.10839,13093.01881,13134.4331,13166.84909,NA,NA,13227.62664,13239.79398,13249.31765,13256.77207,13262.60682,13267.17383,13270.74854,13273.54655,13275.73663,13277.45085,13278.79262,13279.84285,NA,13281.30833,13281.81196,13282.20617,13282.51472,0
NA,61.99851025,61.99639666,61.99388817,61.99091099,NA,61.98318394,61.97820679,61.97229971,61.96528895,61.9569683,61.94709303,61.93537267,61.92146248,61.90495332,NA,61.86210498,61.83450549,NA,NA,61.71673304,61.66197231,61.59698012,61.5198448,61.42829756,61.31964567,NA,61.03764754,60.85600676,60.6404283,NA,60.08090996,59.72051274,NA,58.78512776,58.18262714,NA,56.61888027,55.61163886,54.41620489,NA,NA,NA,46.94316857,44.12812123,40.78711163,36.8218692,32.11576253,NA,40.78711163,NA,46.94316857,49.31505385,NA,52.99741654,54.41620489,55.61163886,NA,57.46755554,58.18262714,58.78512776,NA,59.72051274,60.08090996,60.38457124,60.6404283,60.85600676,61.03764754,NA,61.31964567,61.42829756,61.5198448,61.59698012,61.66197231,61.71673304,61.762873,61.80174932,61.83450549,61.86210498,61.88535959,61.90495332,61.92146248,NA,61.94709303,NA,61.96528895,61.97229971,61.97820679,61.98318394,61.98737756,61.99091099,NA,61.99639666,61.99851025,62.00029111,NA,62.00305589,62.00412115,62.0050187,62.00577496,0
47.52147001,47.52147021,47.52147045,47.52147074,47.5214711,47.52147154,NA,47.52147272,47.52147351,47.52147448,47.52147566,47.5214771,47.52147885,47.52148099,47.5214836,47.52148678,NA,47.52149539,NA,47.52150819,NA,47.52152724,47.52154,47.52155556,47.52157453,47.52159767,NA,NA,47.52170228,NA,47.52181589,47.52189201,47.52198483,47.52209804,47.52223609,47.52240445,NA,NA,47.52316549,47.52353786,47.52399197,NA,NA,47.52604468,NA,47.52827387,47.52976756,47.53158913,47.53381053,47.53651956,NA,47.54385207,47.54876527,47.55475696,47.56206385,NA,47.58184144,NA,47.61125458,NA,47.65499768,NA,NA,NA,47.81680108,NA,47.96068556,48.05709636,48.17466994,48.31805167,48.4929066,48.7061433,48.9661868,NA,49.6700471,50.14167362,50.71682514,51.41822608,52.27358898,53.31670946,54.58880152,56.14012586,NA,60.33909868,NA,NA,NA,66.58379315,63.15264975,60.33909868,NA,NA,54.58880152,53.31670946,52.27358898,NA,50.71682514,50.14167362,49.6700471,49.28331151,1
NA,NA,90372.76249,90388.1462,90408.01667,NA,90466.83387,90509.65406,90564.96301,90636.40314,90728.67922,90847.86816,91001.81926,91200.67111,91457.51928,91789.27875,NA,92771.29703,93486.22756,94409.67181,NA,97143.0954,99133.08684,NA,105023.5231,109311.888,114850.9799,NA,NA,NA,114850.9799,109311.888,105023.5231,101703.4711,99133.08684,97143.0954,95602.44406,94409.67181,93486.22756,92771.29703,NA,91789.27875,NA,91200.67111,91001.81926,90847.86816,90728.67922,90636.40314,NA,90509.65406,NA,90433.68248,90408.01667,90388.1462,90372.76249,90360.85242,90351.63164,90344.49291,90338.96611,90334.68726,90331.37458,NA,NA,NA,90324.09696,NA,90322.46222,90321.90995,90321.48238,90321.15136,90320.89508,90320.69667,90320.54306,90320.42414,90320.33206,90320.26078,NA,90320.16287,90320.12979,90320.10418,NA,90320.06901,NA,90320.04792,NA,90320.03529,NA,NA,90320.02515,90320.02317,NA,90320.02045,90320.01953,90320.01882,90320.01827,90320.01784,90320.01751,90320.01726,90320.01706,90320.0169,1
6189.429545,6189.429308,6189.429011,6189.428641,6189.428179,6189.427602,6189.426881,6189.425982,6189.424858,6189.423456,6189.421705,6189.419518,NA,6189.41338,6189.409124,6189.403811,6189.397177,6189.388894,6189.378551,6189.365638,NA,6189.329385,6189.304251,6189.272869,NA,6189.184764,NA,6189.047415,6188.952191,NA,NA,6188.499504,6188.268086,NA,6187.61838,6187.167941,6186.605536,6185.903333,6185.026583,6183.931899,NA,6180.858577,NA,6176.067487,6172.745837,6168.598523,6163.420309,6156.954944,6148.882481,6138.803442,NA,6110.506553,6090.888393,6066.393738,6035.810436,NA,5949.947858,NA,5816.094269,NA,5607.426141,NA,NA,5723.293917,5816.094269,5890.419552,5949.947858,5997.625029,6035.810436,6066.393738,6090.888393,6110.506553,6126.219051,NA,6148.882481,6156.954944,NA,6168.598523,6172.745837,6176.067487,NA,6180.858577,NA,6183.931899,NA,NA,6186.605536,6187.167941,6187.61838,6187.979145,6188.268086,6188.499504,6188.684851,6188.833298,6188.952191,NA,6189.123681,6189.184764,6189.233686,6189.272869,0
358.8596286,NA,358.8596167,358.8596082,358.8595974,NA,NA,358.8595435,358.8595148,358.8594783,358.8594318,358.8593724,NA,358.8592004,358.8590775,NA,NA,358.8584664,358.8581419,358.8577281,NA,358.8565284,358.8556713,358.8545787,NA,358.8514105,NA,358.846262,NA,358.8378957,358.831919,358.8243001,358.8145878,358.802207,358.7864243,358.7663051,NA,358.7079637,358.6662863,358.6131574,358.5454307,NA,358.3490373,358.2087396,NA,357.801906,357.5112761,357.1407914,NA,356.0664638,355.2989959,354.320655,353.0735008,351.4836727,349.4570163,NA,343.5801397,NA,334.0300705,327.2077828,NA,307.4245868,293.2920554,307.4245868,318.5109724,NA,334.0300705,339.3818726,343.5801397,346.8735065,349.4570163,351.4836727,353.0735008,NA,355.2989959,356.0664638,NA,357.1407914,357.5112761,357.801906,NA,NA,NA,358.459095,NA,NA,358.6662863,NA,358.7406579,NA,358.7864243,NA,358.8145878,358.8243001,358.831919,NA,358.8425841,358.846262,358.8491472,358.8514105,0
113578.8866,NA,113880.2629,114071.3994,114295.8494,114559.4194,NA,115232.3805,115659.1805,116160.3684,116748.9095,117440.0286,118251.6044,119204.6316,120323.7639,NA,123181.1935,124993.4095,127121.4806,NA,NA,136000.9826,140047.5877,NA,150379.5999,156932.2857,164627.0536,NA,150379.5999,NA,140047.5877,136000.9826,132554.9874,129620.4579,127121.4806,124993.4095,NA,NA,120323.7639,119204.6316,118251.6044,NA,NA,116160.3684,115659.1805,115232.3805,114868.9275,114559.4194,114295.8494,114071.3994,NA,113717.4955,113578.8866,113460.8505,113360.3336,NA,113201.8427,NA,113086.9077,NA,NA,112970.9147,NA,NA,112899.2833,112882.116,112867.4968,112855.0474,112844.4458,112835.4177,112827.7296,112821.1825,112815.6072,112810.8594,112806.8163,112803.3733,112800.4413,112797.9445,112795.8183,112794.0076,NA,112791.1527,NA,112789.0823,112788.2714,112787.5809,112786.9929,112786.4921,112786.0657,NA,NA,112785.13,112784.9057,112784.7147,112784.5521,NA,112784.2957,112784.1953,112784.1097,112784.0369,1
NA,NA,1096.962355,1096.966758,1096.972414,1096.979678,NA,1097.000989,1097.016378,1097.036143,1097.061527,1097.094128,1097.136,1097.189776,1097.258844,NA,1097.461477,1097.607798,1097.795723,NA,NA,1098.745189,1099.256513,1099.913223,1100.756658,1101.83991,1103.231167,NA,1107.312901,1110.260315,1114.045777,1118.907573,1125.151742,1133.171339,1143.471178,1156.699609,NA,NA,1223.534561,1259.527711,1305.754927,1365.126099,1441.378497,1539.312023,1441.378497,1365.126099,1305.754927,1259.527711,1223.534561,1195.509797,1173.689328,1156.699609,1143.471178,1133.171339,1125.151742,NA,1114.045777,NA,1107.312901,1105.018005,NA,1101.83991,1100.756658,1099.913223,1099.256513,NA,1098.347065,1098.037081,NA,1097.607798,1097.461477,1097.347549,1097.258844,1097.189776,1097.136,1097.094128,NA,1097.036143,1097.016378,1097.000989,NA,1096.979678,1096.972414,1096.966758,NA,NA,1096.956256,NA,1096.952559,NA,1096.950318,1096.949554,1096.948959,1096.948496,1096.948135,NA,1096.947636,1096.947466,1096.947333,1096.94723,1
NA,NA,2955.114348,2951.462836,2946.860446,2941.059564,2933.748093,2924.532667,2912.917483,2898.277629,2879.825459,2856.568222,2827.254647,2790.307624,2743.739351,2685.044391,2611.064876,2517.820605,2400.294909,NA,NA,1830.137248,1533.534256,NA,NA,2252.164745,2400.294909,NA,NA,2685.044391,2743.739351,2790.307624,2827.254647,NA,2879.825459,2898.277629,NA,NA,2933.748093,2941.059564,NA,NA,2955.114348,2958.011438,2960.309974,2962.133621,2963.580493,2964.728433,2965.639203,2966.361803,NA,2967.389969,2967.750852,NA,2968.264341,NA,2968.587569,2968.701021,2968.791034,2968.862449,NA,NA,2968.99973,NA,2969.050479,2969.068291,2969.082424,2969.093636,NA,2969.10959,2969.11519,2969.119633,2969.123158,2969.125955,2969.128174,2969.129934,2969.131331,2969.132439,2969.133318,2969.134016,2969.134569,NA,2969.135357,2969.135633,2969.135852,2969.136026,2969.136164,NA,2969.136361,2969.13643,NA,NA,2969.136562,2969.13659,2969.136611,NA,2969.136642,2969.136653,2969.136661,2969.136668,0
NA,NA,6.564934482,6.562319904,6.559187695,6.555435375,NA,6.545555022,6.539103723,NA,6.522116602,6.511024995,6.497737485,6.48181933,6.46274972,NA,NA,6.37975087,NA,6.293420872,6.237052374,6.169524113,6.088626693,NA,5.875613126,5.736527582,5.569906059,5.370297019,NA,5.736527582,5.875613126,5.991713304,6.088626693,NA,6.237052374,6.293420872,6.340473876,NA,6.412536923,6.439904732,NA,NA,NA,6.511024995,NA,6.531375204,6.539103723,6.545555022,NA,6.555435375,6.559187695,6.562319904,6.564934482,NA,6.568938785,6.570459523,6.571728942,6.572788577,6.573673096,6.574411438,NA,NA,6.575971679,NA,6.576629391,6.576879175,6.577087679,6.577261725,NA,6.577528282,6.577629514,6.577714016,6.577784554,NA,6.577892584,6.577933611,NA,6.577996446,6.578020309,6.578040228,NA,6.578070735,6.578082321,6.578091992,NA,NA,6.578112429,NA,6.578121044,6.578124316,6.578127047,6.578129327,6.57813123,6.578132818,6.578134144,NA,6.578136175,6.578136946,6.57813759,6.578138127,0
1616.227387,NA,1616.608628,1616.863016,1617.172351,NA,1618.005901,1618.562099,1619.238434,1620.060856,1621.060921,1622.276998,NA,1625.553903,1627.740459,NA,NA,1637.563982,NA,1648.158046,NA,1663.822991,1674.275622,NA,NA,1721.23607,1744.089854,NA,1805.67284,NA,NA,1957.493538,2031.378637,NA,1896.732703,1846.764859,NA,NA,1744.089854,1721.23607,1702.441821,NA,NA,1663.822991,1655.227069,1648.158046,1642.3447,1637.563982,1633.632466,1630.399309,1627.740459,1625.553903,1623.755747,1622.276998,1621.060921,NA,1619.238434,NA,1618.005901,1617.548502,1617.172351,NA,1616.608628,NA,1616.227387,NA,1615.969557,1615.873875,NA,1615.73048,1615.677265,1615.633503,1615.597515,1615.567919,1615.54358,1615.523564,1615.507104,1615.493568,1615.482436,1615.473282,NA,1615.459562,1615.454471,1615.450284,NA,1615.444009,NA,NA,1615.438191,1615.436896,NA,NA,1615.434234,1615.433642,1615.433155,NA,1615.432425,1615.432154,1615.431931,1615.431748,1
71.83172057,NA,71.83172292,71.83172456,71.83172662,71.83172921,71.83173245,71.83173653,71.83174163,71.83174805,71.83175609,71.83176618,71.83177885,71.83179475,71.83181469,71.83183972,NA,71.83191054,71.83196,71.83202205,71.83209993,71.83219765,71.83232027,71.83247414,71.83266722,71.83290951,NA,71.83359507,NA,NA,NA,71.83637435,71.83756137,NA,71.84092,71.84326545,NA,71.84990181,71.85453619,71.86035161,71.86764904,71.87680616,71.8882969,71.90271595,71.92080959,71.94351425,71.972005,72.00775638,NA,72.10891386,72.17955535,72.26819925,72.37943333,NA,72.69416682,NA,73.189755,73.53584005,73.97012206,74.51507731,NA,76.0570118,NA,78.48498513,80.18051646,NA,84.97797136,88.32818734,92.53217857,97.80752273,92.53217857,88.32818734,84.97797136,NA,80.18051646,78.48498513,NA,76.0570118,75.19890996,74.51507731,73.97012206,NA,73.189755,72.91395526,NA,72.51901451,72.37943333,NA,72.17955535,72.10891386,NA,72.00775638,71.972005,71.94351425,71.92080959,NA,71.8882969,71.87680616,71.86764904,71.86035161,1
620.9268127,620.9268132,620.9268139,620.9268147,620.9268158,NA,NA,620.9268213,620.9268243,620.9268281,620.926833,620.9268392,620.9268471,620.9268573,620.9268703,NA,NA,620.9269357,NA,NA,620.927073,620.9271464,620.9272405,NA,620.9275149,620.9277122,620.9279648,NA,NA,620.9292318,NA,620.9307784,620.93189,620.933313,620.9351346,620.9374667,NA,NA,620.9491663,620.9554296,620.9634475,NA,NA,621.003673,621.0252069,621.0527739,621.0880642,621.1332415,NA,621.2651132,NA,621.4812269,621.636554,NA,622.0899509,NA,622.832986,623.3670264,624.0506854,NA,626.0462733,627.480559,NA,NA,634.6762796,NA,643.4596906,649.7725776,657.8541042,668.1997784,681.4439312,698.3986103,681.4439312,NA,657.8541042,649.7725776,643.4596906,638.5283769,634.6762796,631.6672127,629.3166791,627.480559,626.0462733,624.9258805,624.0506854,NA,622.832986,NA,622.0899509,621.835398,621.636554,NA,621.3598931,621.2651132,621.1910758,621.1332415,621.0880642,621.0527739,621.0252069,621.003673,1
44901.53911,NA,44896.50745,44893.16768,44889.12126,NA,NA,44871.08201,44862.36254,NA,44838.99844,44823.49049,44804.70126,44781.93646,44754.35492,44720.93747,NA,44631.39438,44571.96004,NA,NA,44306.99739,44178.92475,NA,NA,43607.96753,NA,42997.61695,NA,NA,41506.96171,40786.43696,39913.4583,NA,37574.2847,36021.65527,34140.50911,NA,34140.50911,36021.65527,NA,38855.7684,NA,40786.43696,41506.96171,42101.65655,42592.49599,42997.61695,43331.98902,43607.96753,NA,44023.75357,44178.92475,NA,44412.70387,44499.95015,44571.96004,NA,44680.44932,NA,44754.35492,NA,44804.70126,NA,44838.99844,44851.79814,44862.36254,44871.08201,NA,44884.21866,44889.12126,44893.16768,44896.50745,44899.26398,44901.53911,44903.41692,NA,44906.24601,44907.30183,44908.17326,44908.89251,NA,44909.97612,44910.38052,NA,NA,NA,44911.40484,44911.55974,NA,44911.7931,NA,44911.95208,44912.01141,44912.06037,NA,44912.13415,44912.16168,44912.18441,44912.20316,0
14938.26448,NA,14938.23617,14938.21773,14938.19569,14938.16932,14938.1378,14938.10011,14938.05504,14938.00115,14937.93671,14937.85965,14937.76752,14937.65734,14937.5256,14937.36808,NA,14936.95449,14936.68517,14936.36314,14935.97807,14935.51762,14934.96705,NA,NA,14932.58019,14931.45463,NA,14928.49944,14926.5751,NA,14921.52268,14918.23269,14914.29871,14909.59468,14903.96988,NA,NA,14879.5851,14868.08612,NA,14837.89505,NA,14794.72782,NA,14733.00724,14692.81668,14644.75909,NA,14518.58175,14436.41888,14338.17321,14220.69664,NA,13912.25668,13711.40991,13471.2488,NA,12840.69512,NA,NA,NA,NA,13184.07781,13471.2488,13711.40991,13912.25668,14080.22485,NA,14338.17321,14436.41888,14518.58175,14587.29456,14644.75909,14692.81668,14733.00724,NA,14794.72782,14818.23554,14837.89505,NA,NA,14879.5851,14889.20169,14897.24405,14903.96988,14909.59468,14914.29871,14918.23269,NA,NA,NA,14928.49944,14930.10876,14931.45463,14932.58019,14933.52149,14934.3087,14934.96705,14935.51762,0
401.5208592,NA,401.5208596,401.5208599,401.5208603,NA,401.5208614,401.5208621,401.5208631,401.5208644,401.520866,401.5208681,NA,401.5208742,401.5208785,401.5208841,NA,401.5209003,401.5209119,401.5209268,401.5209458,401.5209701,401.5210012,401.521041,401.5210918,401.5211568,NA,NA,401.5214821,401.5216559,401.5218781,401.5221622,401.5225255,NA,401.5235841,401.5243436,401.5253148,NA,401.5281446,401.530175,401.5327713,401.5360911,NA,401.545764,NA,401.5615794,401.5729273,401.5874377,NA,401.6297166,NA,401.6988432,401.7484435,NA,401.8929635,401.9966608,402.1292562,402.2988029,402.5155985,NA,403.1472743,NA,NA,NA,405.8687194,407.0803703,408.6296811,410.6107498,NA,416.3829771,420.5247149,425.8206617,432.5924696,NA,452.3234429,466.4809792,484.5839019,507.7317016,537.3302718,507.7317016,NA,NA,NA,441.2514279,432.5924696,NA,420.5247149,416.3829771,413.1438978,410.6107498,408.6296811,407.0803703,405.8687194,404.9211381,404.1800745,403.6005198,403.1472743,402.7928101,402.5155985,402.2988029,1
12165.29085,12165.29194,12165.29325,12165.29481,12165.29667,NA,NA,12165.30473,12165.30852,NA,12165.31846,12165.32492,NA,12165.34186,12165.35287,12165.36602,NA,12165.4005,12165.42291,12165.44968,NA,12165.51985,12165.56547,NA,12165.68505,12165.76278,NA,NA,12166.09901,12166.25724,12166.44623,12166.67196,12166.94159,12167.26363,12167.6483,12168.10775,12168.65654,12169.31202,12170.09495,12171.03011,NA,12173.48125,NA,12176.9782,12179.25168,12181.96718,12185.21066,12189.08477,NA,12199.23919,NA,12213.72613,12223.14452,12234.39413,12247.831,NA,12283.05033,NA,12333.29648,12365.96299,12404.98087,12451.58501,NA,12573.73887,12653.15471,12748.01141,12861.31114,12996.6398,NA,13351.34901,13581.95596,13857.39993,14186.39861,14579.36466,15048.73528,15609.36587,NA,17078.83169,18034.17489,17078.83169,16279.00012,NA,15048.73528,14579.36466,NA,NA,13581.95596,NA,13158.28047,12996.6398,NA,NA,12653.15471,12573.73887,12507.25041,NA,12404.98087,12365.96299,12333.29648,12305.94746,1
45.15883733,45.15883711,45.15883683,45.15883651,45.1588361,45.15883562,45.15883502,45.1588343,45.15883343,45.15883236,45.15883106,45.15882948,45.15882756,45.15882523,45.15882239,NA,NA,45.15880963,NA,45.15879586,45.15878667,45.15877549,45.15876189,NA,NA,45.15870077,NA,45.15863482,NA,45.15853726,45.15847214,45.15839293,45.1582966,45.15817943,45.15803691,45.15786358,NA,NA,45.15708448,45.15670516,NA,NA,NA,45.15417005,45.15316041,45.15193241,45.15043882,45.14862221,45.14641271,45.14372535,45.14045678,45.1364813,45.13164602,NA,45.11861203,NA,45.09933053,NA,45.07080691,45.05176788,NA,45.00044626,44.96618996,44.92452487,44.87384866,44.81221243,44.73724581,44.64606576,44.53516572,44.40028074,44.23622348,44.03668468,43.79399057,NA,43.13978412,42.70311259,NA,41.52602043,40.7403317,39.78471791,38.62242847,37.20876455,NA,33.39809088,30.85453186,NA,23.99811197,27.76086388,30.85453186,NA,35.48936007,37.20876455,38.62242847,39.78471791,40.7403317,NA,42.1719998,42.70311259,43.13978412,43.49880772,0
30806.15468,NA,30788.7976,30776.72618,30761.6214,30742.72103,30719.07128,30689.47872,30652.45001,30606.11657,30548.14025,30475.59538,NA,30271.2367,30129.11028,NA,29728.74058,29450.29334,NA,28665.90825,28120.38779,27437.78654,26583.65822,25514.90076,24177.58118,22504.21403,NA,22504.21403,NA,25514.90076,26583.65822,27437.78654,28120.38779,28665.90825,29101.87664,29450.29334,29728.74058,29951.26971,30129.11028,30271.2367,NA,30475.59538,NA,30606.11657,NA,30689.47872,30719.07128,30742.72103,30761.6214,30776.72618,30788.7976,30798.44483,30806.15468,NA,30817.24042,NA,30824.32073,30826.83416,30828.84284,30830.44813,30831.73104,NA,NA,30834.23053,30834.75386,NA,30835.50634,30835.77346,30835.98693,30836.15754,30836.29388,30836.40285,30836.48993,NA,30836.61514,30836.65959,30836.69511,30836.7235,30836.74619,30836.76432,NA,30836.79039,30836.79964,30836.80704,30836.81295,30836.81767,NA,30836.82447,30836.82688,30836.82881,30836.83034,30836.83158,30836.83256,30836.83335,30836.83397,NA,30836.83488,30836.8352,30836.83545,30836.83566,0
NA,33.34363703,33.40821781,33.49082272,33.5964822,33.73163064,33.90449825,34.12561224,34.40843789,NA,35.23292467,35.82479499,36.58185298,37.55020158,38.78881083,40.37310894,42.39957573,40.37310894,38.78881083,NA,NA,35.82479499,35.23292467,NA,NA,34.12561224,33.90449825,33.73163064,33.5964822,NA,33.40821781,33.34363703,33.29314757,33.25367476,33.22281479,33.19868836,33.17982625,33.16507979,33.15355096,33.14453769,NA,33.13198202,33.12767502,33.1243078,33.12167529,33.11961718,33.11800815,33.11675021,NA,33.11499786,33.11439675,33.1139268,33.1135594,NA,33.11304759,33.11287202,33.11273476,33.11262746,33.11254356,33.11247797,NA,NA,NA,NA,33.1123116,33.11229663,33.11228492,33.11227576,33.11226861,33.11226301,33.11225864,33.11225522,33.11225255,NA,33.11224882,33.11224754,NA,33.11224576,33.11224515,33.11224468,NA,NA,NA,33.1122436,NA,33.11224336,33.11224327,NA,33.11224315,33.11224311,33.11224308,33.11224305,33.11224304,33.11224302,33.11224301,33.112243,33.11224299,33.11224299,33.11224298,33.11224298,1
15.98861924,15.98899932,15.98947787,15.99008042,15.99083908,NA,15.99299704,15.9945114,15.99641812,NA,16.00184164,16.0056476,NA,16.01647338,16.02407039,16.03363576,NA,16.06084374,NA,16.10397727,NA,16.17235797,16.22034427,16.28076369,16.35683763,16.45262212,16.57322412,NA,16.91626728,NA,NA,17.84174013,18.32225895,NA,19.68905799,20.64821199,NA,NA,19.68905799,18.92727893,18.32225895,17.84174013,NA,17.15699852,16.91626728,16.72507378,16.57322412,16.45262212,NA,16.28076369,16.22034427,16.17235797,16.13424631,16.10397727,16.079937,NA,16.0456795,NA,16.02407039,NA,16.01043968,16.0056476,16.00184164,15.99881886,15.99641812,15.9945114,15.99299704,15.99179431,NA,15.99008042,15.98947787,15.98899932,15.98861924,NA,15.98807763,15.98788722,15.98773599,15.98761588,15.98752049,15.98744472,15.98738455,NA,15.98729881,15.98726866,15.98724472,NA,NA,15.98719861,15.98718908,15.98718152,15.98717551,15.98717073,15.98716694,15.98716393,15.98716154,NA,15.98715813,15.98715694,15.98715599,15.98715523,1
NA,10760.16624,10776.97193,10798.39446,10825.70217,NA,10904.88429,10961.44673,11033.54793,11125.45666,11242.61444,11391.95764,NA,11824.99707,12134.33162,12528.64612,13031.28615,13672.01076,NA,NA,12134.33162,11824.99707,11582.32819,NA,11242.61444,11125.45666,NA,NA,10904.88429,NA,10825.70217,10798.39446,10776.97193,10760.16624,10746.98239,10736.63983,NA,NA,10717.16795,10713.2508,10710.17785,NA,NA,10704.39241,10703.22855,10702.31552,10701.59927,10701.03737,NA,10700.25077,NA,10699.76668,10699.59973,NA,10699.36601,NA,10699.22218,NA,10699.13367,NA,10699.07919,NA,10699.04567,NA,10699.02503,NA,10699.01234,10699.00796,10699.00452,10699.00183,10698.99971,10698.99806,10698.99675,NA,10698.99493,10698.9943,NA,10698.99343,10698.99312,10698.99288,NA,10698.99255,NA,10698.99235,10698.99228,10698.99222,NA,10698.99214,10698.99212,10698.99209,10698.99208,NA,10698.99206,10698.99205,10698.99204,10698.99204,10698.99203,10698.99203,10698.99203,10698.99202,1
NA,486.1676345,486.1680265,486.1684957,486.1690574,486.1697297,486.1705345,486.1714978,486.1726508,NA,486.1756831,486.1776607,NA,486.1828612,486.1862528,486.1903125,NA,486.2009887,NA,486.2162855,486.2262614,486.2382026,486.2524961,486.2696053,486.2900849,486.3145989,NA,486.3790655,486.4211081,486.4714328,486.5316712,486.6037761,486.6900853,NA,486.9170601,487.0650843,NA,487.4543564,487.7082245,488.0121031,488.3758438,NA,NA,489.9562366,490.7029594,491.5967819,492.6666819,493.9473454,NA,497.3152186,NA,502.1406869,505.2876698,NA,513.5635669,NA,525.4212221,533.1543242,542.4107989,553.4907409,566.7533619,582.6286358,601.631239,624.3772356,651.6040505,NA,723.204793,684.194377,651.6040505,624.3772356,601.631239,582.6286358,566.7533619,NA,542.4107989,533.1543242,525.4212221,518.9607854,513.5635669,509.0545887,NA,502.1406869,499.5116146,497.3152186,NA,493.9473454,NA,NA,490.7029594,NA,NA,NA,488.3758438,488.0121031,487.7082245,487.4543564,487.2422682,487.0650843,486.9170601,486.7933968,1
NA,1.006722694,1.006717276,1.006710725,1.006702806,NA,NA,1.006667667,1.006650752,NA,1.006605582,1.006575696,NA,1.006495888,1.006443085,NA,1.006302079,1.006208784,NA,NA,1.005794814,1.005595541,1.005354635,NA,NA,1.004285676,NA,1.003149041,1.002397008,NA,NA,0.99906005,0.997453735,NA,0.993164209,0.990326123,0.986895098,NA,0.977732837,0.971670796,NA,0.955482631,0.94477203,0.931823746,NA,0.897246459,0.874369032,0.846712004,NA,0.772856268,NA,0.664916648,0.593500382,NA,0.593500382,NA,0.723990978,0.772856268,0.813276812,0.846712004,0.874369032,0.897246459,0.91617028,NA,0.94477203,NA,0.96434226,0.971670796,0.977732837,0.982747255,0.986895098,0.990326123,0.993164209,0.995511826,0.997453735,0.99906005,NA,1.001487858,1.002397008,1.003149041,1.003771111,1.004285676,1.004711316,1.005063398,NA,1.005595541,NA,1.005959649,1.006095999,1.006208784,1.006302079,NA,1.006443085,1.006495888,1.006539566,NA,1.006605582,1.006630303,1.006650752,1.006667667,0
150.5130236,150.5130273,150.5130318,150.5130376,150.5130448,150.5130537,150.5130649,150.513079,150.5130966,NA,150.513146,150.5131804,150.5132233,150.5132771,150.5133443,NA,150.5135336,150.5136652,150.5138298,150.5140356,NA,150.5146152,150.515018,150.5155218,150.5161519,150.5169401,150.517926,150.5191591,150.5207015,150.5226306,150.5250436,150.5280616,150.5318365,150.5365582,150.5424639,150.5498506,NA,150.5706461,150.5851005,150.6031797,150.6257929,150.6540771,150.6894545,150.7337039,150.7890502,150.8582763,150.9448632,151.0531644,151.1886257,151.3580582,151.5699814,151.835051,152.1665954,NA,153.0999715,NA,154.5601971,155.575159,156.8446551,158.4325179,160.4185882,162.9027292,NA,169.8961762,174.7571256,NA,188.4418532,197.9537246,209.8510021,197.9537246,188.4418532,180.8371137,174.7571256,NA,166.009848,162.9027292,160.4185882,158.4325179,156.8446551,155.575159,NA,153.7487352,153.0999715,152.5812851,152.1665954,151.835051,151.5699814,NA,151.1886257,NA,NA,150.8582763,150.7890502,150.7337039,150.6894545,NA,150.6257929,150.6031797,150.5851005,150.5706461,1
